16.579,13.63
43.551,-7.4041
3.2929,-6.7162
1.5896,-31.828
-1.4665,15.58
-5.7095,-27.768
12.247,20.717
30.023,-20.575
18.48,-25.958
-17.806,-8.8995
39.102,1.3334
-6.0555,0.77703
9.9904,20.293
-10.432,12.315
-17.665,1.3342
-7.8741,-20.024
17.421,-30.97
-5.4694,5.7337
16.944,-34.296
-5.4688,10.552
7.6796,-32.838
35.168,9.5628
27.195,-23.998
0.97923,14.446
35.756,-1.6455
32.895,-13.345
-7.6884,19.461
-14.482,-18.867
-4.7271,-10.999
-20.451,-14.028
16.489,14.417
16.232,-26.623
-4.0015,6.9424
-7.0089,15.385
-5.9765,14.913
-11.27,6.0444
-14.659,-14.517
-14.72,0.87387
-10.237,-6.3427
-5.0536,24.383
-1.4249,-31.442
7.306,-36.975
1.3183,21.024
12.049,-36.873
-20.61,1.8103
-0.60944,-0.76735
28.439,-19.929
3.4221,12.644
32.801,-18.553
-7.086,20.885
7.2542,-6.55
17.755,-29.357
5.3979,-1.9647
25.77,-22.845
4.6164,13.055
2.386,2.513
-12.776,-12.581
-4.5146,-7.5956
-7.8376,6.1677
1.5041,23.588
38.351,-11.502
5.4211,-34.793
14.783,-35.787
32.518,-10.8
35.745,-0.40377
-12.668,-8.4837
-3.1653,0.71705
5.8955,-39.192
-5.3645,-28.257
-11.322,14.217
-1.4567,-8.138
-8.526,-7.2449
-10.43,15.708
-0.91522,-11.468
35.574,6.3423
-11.39,-4.5773
37.687,3.8627
42.517,-0.83481
-6.8517,-9.7675
-15.299,-4.4994
8.4243,17.759
-3.3351,20.337
6.1451,-0.36751
-0.13598,19.337
-16.275,-7.4927
-7.441,-11.72
41.413,2.9062
34.542,-15.087
-6.3495,-10.946
5.422,-7.2939
-0.5332,-33.152
1.3785,-5.1968
-4.3392,-30.188
-4.3347,-2.2424
11.658,16.536
41.159,1.9923
40.481,-6.568
19.198,-31.684
42.556,-1.8016
-6.495,-2.1418
-8.5389,1.7779
-2.8146,16.236
30.348,-15.56
3.1074,-1.2935
-2.4239,-11.943
-14.035,11.757
22.752,-25.788
-19.958,-14.597
-6.4672,-9.5336
-2.4044,-10.263
41.405,-8.8019
10.973,-38.329
-4.4063,19.446
-16.138,-10.805
4.4239,15.439
0.57566,-31.094
14.289,-34.671
-0.1262,4.8705
2.5568,12.136
-8.5222,12.432
35.969,-10.906
38.381,-1.5109
36.132,-11.551
11.087,14.589
