x,y
8,2.13352363700956
24,1.5252518131472
28,0.109070914769636
28,0.359522671107741
20,0.240724884695651
20,1.90953754410217
28,0.733454605492143
12,0.446142107779293
8,1.66558822479454
20,2.92262784980477
8,1.93805721115179
20,2.16735938014626
0,0.73647058054749
32,0.649819150775814
8,0.117389586496652
20,2.08402250376649
12,1.5935872325793
24,1.5261871227169
0,2.70709470902577
4,3.0332545307399
28,2.38663003663195
4,0.774966341916899
12,2.12455688734887
16,2.38542840702748
8,1.84156961342349
16,2.58376915940782
24,2.91173848389851
16,2.0029754199165
28,0.059495065344285
4,0.579123172586867
12,0.084008415582456
8,2.93738495601463
20,1.52199909387496
0,2.49689247344599
4,1.43519054833073
12,1.55260418343383
4,1.33741982570028
4,2.80158485123754
12,2.74664770995488
0,1.98910054951038
24,0.918222541873331
20,0.916334531371979
4,0.771261133655718
0,2.21277425172859
12,2.43351496937546
16,2.58444238418536
8,2.53271946843723
28,0.797244963157815
20,2.51484448179069
0,1.97828829638998
28,0.727283622723331
16,1.19718795455331
0,1.42377494408235
4,1.57255423044164
32,1.69825559505909
28,1.08430549479239
20,0.91555443511414
0,2.21020025080534
12,2.93449388496639
16,1.86665505246513
4,1.86324961456717
20,2.32079198895392
12,1.17069308778527
16,1.42399088209514
20,1.60025053141847
4,2.91763113750266
0,1.41619166169335
8,2.00256069861959
16,1.44313412106504
16,1.73973377344306
8,0.129536218365249
28,2.52019247194607
28,2.10961601905502
16,0.629347700105371
32,0.045824443803644
20,2.39755677794554
8,1.78289077560937
24,2.05527327049185
16,1.99409574146765
8,2.30696636396198
32,2.78761866334082
4,2.09201485526328
16,0.379110441335906
32,2.24226649192486
20,1.40500562279645
20,2.01370545055058
16,2.03856731060306
20,2.13117915572846
28,0.184812478724233
12,0.703569927662482
8,0.527729686654771
12,2.91706116277351
8,1.61864589546711
16,2.11543387808017
20,2.09795628133836
16,0.255918614952515
12,0.707089159607914
28,0.892806732725717
8,2.87067340625445
12,0.719743793542502
16,0.781064051522218
0,2.12463006486515
8,2.03729349836791
4,2.21066603060891
4,2.62983751170208
28,2.28486683760383
0,0.061054936238992
28,1.83389364994493
16,2.89301986366939
4,0.288014952490518
16,1.74220353888785
20,2.92420322190041
4,0.626599901676818
32,1.65034014799423
20,0.398162650119884
16,2.35219612278086
28,0.988560852492349
8,0.588024875898396
28,3.08000212625115
12,2.23941248475288
32,2.59385594300439
8,2.14639836497041
32,2.16581963663968
16,1.66779577037175
20,0.593301402375302
32,1.5488545224685
24,1.75784633401602
12,2.602119214114
0,0.637330525003652
0,1.65796364658337
28,2.53781375552146
12,1.11559355971543
12,1.72082319289313
16,2.25389745113098
28,0.636211357708094
12,2.02242194386212
20,0.000279651959614
4,1.61219303097375
12,1.79017064133555
4,0.022106444777142
8,2.80378490203092
12,2.6175549111838
8,2.43525411323949
8,2.47600112525253
20,1.17379194486221
24,0.478502190373332
8,1.10665837994712
28,2.02663489675568
24,2.92776563790864
16,0.293176678677771
32,2.32093881984294
20,0.173627527569177
8,2.37868348537343
28,1.45609475303964
28,0.141385643998206
12,2.6453137052377
12,0.517456633535569
28,0.361515430053881
16,0.853133639086769
0,0.987673650828023
24,1.90408670793796
12,2.12832442875376
8,3.10276965854633
12,3.1204206815653
12,2.37987060632944
24,0.864125239242054
0,2.99712257175054
24,1.29145336621733
28,0.68054211817729
8,1.9764704335064
20,0.046712456407992
8,0.13603029013091
20,0.566310195796476
4,0.629779665758532
32,2.25992843496759
20,1.39130947621528
12,2.65619343344972
0,1.22456172045164
28,2.63124783381835
20,2.35122654199889
28,1.83425356806864
16,0.50445683434967
0,1.66140044280958
28,1.45352351398458
12,1.19237216264426
24,0.292890641688106
4,0.814129434484984
28,1.05506192979505
28,1.17844977304768
24,0.459488257950098
24,0.995161928601703
12,0.883495669948848
24,2.57649435273363
20,1.07470635656609
20,2.73947553411297
12,0.842039471516312
24,2.43609074267455
4,1.91388650160473
0,0.056450774578488
16,2.20386320916736
16,0.049487331744245
16,2.14851361110364
24,2.75800932966885
28,1.35655876935788
32,1.98342226434777
28,1.84110129191764
20,0.714433483793372
28,2.46506537898866
4,0.903636074586946
12,2.90401160271361
0,0.937687300991309
16,1.68484615023483
24,1.04818448195771
4,0.74548096823421
