-15.79,16.606
-19.445,-3.7296
25.149,-12.548
-15.487,-9.4222
-13.211,-14.89
21.507,15.722
7.6151,21.336
-0.72345,13.083
-14.595,-6.6598
-15.087,5.454
8.3168,-26.765
-6.6071,6.7588
-3.4211,5.1905
-2.6394,-25.252
-12.93,23.915
27.298,-7.209
8.1938,29.538
-19.994,14.234
-15.968,-23.7
-15.947,6.25
2.5554,8.1442
26.43,-20.828
-3.2887,27.75
-10.68,13.032
-7.5913,-20.369
-11.816,-15.651
5.13,26.544
26.138,21.939
-3.3068,-23.69
25.323,15.457
-7.1863,25.441
31.035,-15.724
16.974,16.01
31.241,-13.319
14.001,-26.37
-17.528,16.265
-2.1577,9.346
21.523,23.834
-9.7314,3.3622
25.838,-15.823
10.426,15.699
10.967,23.865
-23.547,-5.5272
0.91468,22.693
11.345,-24.475
8.2025,16.689
-9.1571,-16.932
-1.3443,16.24
-13.088,-11.705
-24.012,-4.9078
17.563,-15.026
1.2761,28.307
-13.752,-21.979
16.256,-21.173
18.558,16.735
2.3977,18.344
-11.197,0.88875
8.5981,-22.698
-23.956,-9.5519
21.084,-12.978
-19.221,-7.4592
12.494,-20.196
0.67095,9.9713
-11.628,20.889
-15.537,-2.6075
-12.398,4.2676
5.4061,22.793
34.502,-16.018
26.103,19.399
14.786,16.307
-9.5526,10.064
17.852,-15.157
-13.12,22.685
21.01,22.826
-15.734,2.6675
19.392,25.567
16.088,-19.988
12.98,21.531
-9.6705,-25.521
0.75095,-24.389
5.3283,-25.211
-8.7201,13.144
8.408,28.91
-9.5204,-23.372
-11.748,9.106
11.974,-18.937
-18.518,18.021
-1.5788,28.167
8.9789,20.723
-14.129,-19.113
15.919,-25.934
32.842,-16.939
0.0725,7.7423
-5.0702,7.6244
-14.117,-8.1003
21.713,-17.314
-12.556,-15.477
6.9092,18.867
28.649,-18.344
8.7325,-21.107
21.022,-14.214
-1.6424,18.266
10.82,-17.915
4.1436,25.183
14.255,-24.143
-21.609,14.255
6.302,-27.036
-2.3158,9.9857
-12.487,24.273
-4.1134,17.277
6.8183,25.685
16.678,-23.6
20.074,20.145
-14.243,4.2649
26.842,-8.3316
-7.2707,8.031
1.6012,28.963
-13.432,-2.8159
30.046,-12.107
-12.973,-16.251
28.623,18.026
-11.216,4.2374
26.798,-20.102
-18.62,17.594
-17.483,-6.7589
-7.0435,5.0742
23.241,-15.378
7.7709,-18.912
25.083,22.907
-22.33,-3.0674
1.2371,16.296
-15.084,1.8464
24.039,21.498
13.957,16.314
18.851,-18.444
22.33,16.488
-14.021,8.5186
-8.3319,25.875
-14.057,-23.09
22.378,-12.377
-18.931,-1.6552
-8.4229,25.181
6.4078,-24.336
-8.4823,-20.962
8.0285,16.247
21.741,-18.064
13.071,17.168
24.747,17.049
16.793,-17.585
20.767,24.128
3.3854,28.865
29.631,-13.251
-7.1277,3.178
-12.702,-6.0017
4.7891,25.433
-12.898,-18.496
-6.0727,-18.28
-11.211,10.692
-8.7574,-17.324
23.521,15.661
-14.41,-10.669
10.362,28.23
6.6197,-25.93
-12.426,-16.85
32.801,-13.028
28.081,18.954
-15.118,4.7149
-15.794,-4.3974
-14.466,-23.282
21.87,-19.384
11.44,18.448
1.7115,11.66
-4.5899,26.897
27.979,-16.467
32.339,-14.711
7.1452,-26.92
-17.684,-10.374
-19.322,15.598
-10.136,25.616
-4.4672,-25.737
-14.048,-14.396
-4.3235,-19.429
-16.343,17.746
12.334,-22.598
-3.3016,13.381
17.609,17.655
0.40276,-25.266
-11.02,23.978
-14.433,20.083
26.742,16.843
-14.131,6.0505
-16.377,17.115
-8.6446,-24.577
-6.7484,-25.051
-14.155,-19.677
9.2623,24.688
1.8192,22.212
-23.171,-9.9871
-7.3997,8.8947
-6.9282,12.381
-23.334,11.516
-2.1952,-23.761
-17.13,-8.1188
-24.947,-8.1329
4.9355,19.64
-14.669,-1.2224
-16.765,-4.6148
-22.947,-8.7086
-20.696,11.829
2.1738,19.736
27.765,20.305
20.165,25.116
0.043658,10.853
8.5161,-25.293
-16.504,10.773
9.8349,-25.705
10.94,-23.562
20.467,15.774
9.0108,-24.568
-10.401,-22.273
-7.5087,-17.677
-7.4886,6.582
-6.6392,-24.022
19.414,19.051
-15.568,-1.0158
-13.185,-0.47916
0.57381,19.335
19.15,-20.487
10.642,-21.516
-7.6984,-21.466
-24.431,-3.0785
21.551,24.532
-14.254,-12.79
-3.8494,13.937
17.301,16.78
25.928,17.524
9.5163,18.973
9.6543,15.314
9.1091,27.233
-14.403,-17.493
27.206,-12.062
12.562,19.489
-17.101,8.6816
26.071,-19.742
-15.535,-6.4928
-15.477,21.127
-13.646,-19.712
-2.9138,13.003
13.975,16.549
-4.8501,-25.492
-14.433,-2.0905
-7.3402,25.715
-9.6514,-24.907
21.163,21.652
-12.082,-21.409
-2.2243,5.9115
-2.7212,5.5398
1.9453,9.7692
-3.8712,-21.581
-12.808,-6.4128
26.137,-16.643
-12.164,10.459
-5.3281,4.3563
-22.727,-2.6086
15.634,-24.841
16.534,-15.196
8.9269,-19.139
-3.1751,12.457
23.73,-13.603
-23.168,13.388
19.724,-19.481
-15.819,-14.888
4.8604,21.92
-18.204,16.624
-15.347,21.756
-13.068,8.1382
0.14085,6.23
9.8858,-18.282
-4.5028,9.873
24.743,-11.712
26.677,-15.857
-17.022,19.725
7.3541,28.09
9.1788,28.69
-9.6242,9.0622
-15.355,-23.023
-7.9343,26.529
-18.351,5.5641
-15.819,18.568
-1.2623,12.179
16.613,-19.794
25.393,23.345
-5.76,7.6636
33.462,-16.921
5.3954,23.571
17.823,-19.791
-12.293,-5.3988
-11.444,22.902
-13.948,-16.823
5.6575,20.245
17.653,-24.967
-11.318,24.719
27.143,-14.787
27.422,-11.941
2.9269,11.412
32.954,-13.991
-16.556,14.761
-12.987,20.258
-22.042,-4.8837
21.265,-15.056
-0.20239,28.603
7.0107,29.308
-14.262,-6.1423
-24.437,-6.814
-2.8744,6.7424
9.3733,14.415
7.9786,25.815
-10.99,11.596
31.388,-13.432
27.144,19.757
9.8795,-26.922
0.10624,-23.524
-17.583,-8.9183
-22.957,-1.9621
24.045,-17.349
-3.0931,-21.591
-9.5939,-22.947
5.8654,21.596
-0.29911,27.875
-1.873,16.638
8.1338,-24.617
0.14976,-24.315
29.976,-18.467
-10.315,1.4749
13.264,-25.312
23.747,-14.25
-5.6681,-18.882
8.7934,-26.538
-13.463,-15.718
9.6216,23.389
-13.802,-10.129
-14.84,4.4955
20.356,-21.229
-21.846,-6.1802
12.183,-19.99
-0.10278,-23.726
-10.288,-24.184
-10.726,5.1958
-5.5322,-19.706
-12.123,-0.037712
-4.2248,-17.835
-5.4648,11.274
0.66645,27.748
-11.766,-15.495
-23.638,-3.4709
-3.8433,9.9487
19.694,15.942
17.227,-21.264
-12.883,-1.6288
18.013,-18.674
26.001,-20.873
2.3159,28.905
-10.373,10.634
2.6023,16.525
26.819,20.778
7.5596,-22.349
-11.977,-18.514
-13.975,-7.0199
23.116,-11.825
-17.014,5.0813
-9.3742,25.969
9.7565,14.686
22.38,20.802
-5.6687,-19.824
7.0954,26.956
26.873,19.264
5.1465,27.081
24.563,22.462
21.588,24.683
-9.2093,23.741
21.692,23.118
14.63,16.041
-1.4974,6.3915
26.2,22.417
-20.597,-4.1827
-14.138,-5.1959
-1.7363,27.87
10.498,-18.515
-14.555,-22.081
23.283,16.713
-14.033,7.6691
-4.4449,4.7123
-4.2533,11.096
24.611,22.914
-2.7219,14.812
31.228,-17.706
-6.5078,-19.445
9.016,-22.536
25.96,21.518
19.66,-17.19
7.1944,29.198
15.121,-25.962
-13.917,-24.337
1.2348,12.904
-14.788,-12.134
-13.603,-11.003
-22.989,-5.4069
30.262,-14.984
32.155,-13.294
7.5499,-24.382
-0.4745,14.769
0.50843,28.769
20.377,25.379
-18.406,-7.5185
-2.9511,19.232
-14.921,-2.6808
-5.5704,-24.173
11.743,-17.927
27.162,-7.6193
-15.528,-22.868
-13.023,23.556
8.6007,16.26
19.812,-20.317
13.457,17.986
28.074,-11.6
10.527,-22.347
6.2256,23.076
0.11631,18.713
2.8744,20.578
-17.732,-2.794
-8.0252,-23.914
-15.427,2.5337
1.5738,7.4331
-6.2845,3.7968
9.6549,-24.874
-13.811,-11.627
12.06,19.635
-9.5034,24.241
-20.905,9.916
33.484,-16.866
13.282,21.7
